[(40.2268,), (116.238,), (31.2363,), (121.48,)],
[(40.2268,), (116.238,), (23.4096,), (113.227,)],
[(40.2268,), (116.238,), (22.5492,), (114.065,)],
[(40.2268,), (116.238,), (30.5986,), (114.312,)],
[(40.2268,), (116.238,), (34.3494,), (108.946,)],
[(40.2268,), (116.238,), (30.2519,), (120.216,)],
[(40.2268,), (116.238,), (32.0666,), (118.803,)],
[(40.2268,), (116.238,), (30.579,), (104.073,)],
[(40.2268,), (116.238,), (29.57,), (106.557,)],
[(40.2268,), (116.238,), (23.0273,), (113.758,)],
[(40.2268,), (116.238,), (38.9197,), (121.621,)],
[(40.2268,), (116.238,), (41.6837,), (123.471,)],
[(40.2268,), (116.238,), (31.306,), (120.592,)],
[(40.2268,), (116.238,), (24.8878,), (102.84,)],
[(40.2268,), (116.238,), (28.2345,), (112.945,)],
[(40.2268,), (116.238,), (31.827,), (117.234,)],
[(40.2268,), (116.238,), (29.866,), (121.631,)],
[(40.2268,), (116.238,), (34.7526,), (113.632,)],
[(40.2268,), (116.238,), (39.0911,), (117.208,)],
[(40.2268,), (116.238,), (36.073,), (120.389,)],
[(40.2268,), (116.238,), (43.8228,), (125.33,)],
[(40.2268,), (116.238,), (45.8086,), (126.542,)],
[(40.2268,), (116.238,), (36.6584,), (117.127,)],
[(40.2268,), (116.238,), (24.486,), (118.096,)],
[(40.2268,), (116.238,), (31.4974,), (120.319,)],
[(40.2268,), (116.238,), (31.8174,), (119.981,)],
[(40.2268,), (116.238,), (23.0272,), (113.128,)],
[(40.2268,), (116.238,), (22.2812,), (114.179,)],
[(40.2268,), (116.238,), (22.1971,), (113.551,)],
[(40.2268,), (116.238,), (31.9869,), (120.901,)],
[(40.2268,), (116.238,), (36.8198,), (118.062,)],
[(40.2268,), (116.238,), (24.8812,), (118.682,)],
[(40.2268,), (116.238,), (26.0806,), (119.303,)],
[(40.2268,), (116.238,), (26.6524,), (106.635,)],
[(40.2268,), (116.238,), (22.8238,), (108.373,)],
[(40.2268,), (116.238,), (38.0483,), (114.521,)],
[(40.2268,), (116.238,), (39.6369,), (118.187,)],
[(40.2268,), (116.238,), (37.8769,), (112.556,)],
[(40.2268,), (116.238,), (37.4709,), (121.454,)],
[(40.2268,), (116.238,), (37.5191,), (122.127,)],
[(40.2268,), (116.238,), (43.8316,), (87.6233,)],
[(40.2268,), (116.238,), (40.8481,), (111.755,)],
[(40.2268,), (116.238,), (36.0667,), (103.841,)],
[(40.2268,), (116.238,), (36.6232,), (101.785,)],
[(40.2268,), (116.238,), (38.4779,), (106.265,)],
[(40.2268,), (116.238,), (34.21,), (117.29,)],
[(40.2268,), (116.238,), (29.6595,), (91.1785,)],
[(40.2268,), (116.238,), (28.6887,), (115.865,)],
[(40.2268,), (116.238,), (25.2418,), (110.186,)],
[(40.2268,), (116.238,), (31.3589,), (118.439,)],
[(40.2268,), (116.238,), (20.0521,), (110.207,)],
[(40.2268,), (116.238,), (18.2587,), (109.519,)],
[(40.2268,), (116.238,), (36.2063,), (117.093,)],
[(40.2268,), (116.238,), (29.1228,), (110.486,)],
[(40.2268,), (116.238,), (29.2745,), (117.185,)],
[(31.2363,), (121.48,), (23.4096,), (113.227,)],
[(31.2363,), (121.48,), (22.5492,), (114.065,)],
[(31.2363,), (121.48,), (30.5986,), (114.312,)],
[(31.2363,), (121.48,), (34.3494,), (108.946,)],
[(31.2363,), (121.48,), (30.2519,), (120.216,)],
[(31.2363,), (121.48,), (32.0666,), (118.803,)],
[(31.2363,), (121.48,), (30.579,), (104.073,)],
[(31.2363,), (121.48,), (29.57,), (106.557,)],
[(31.2363,), (121.48,), (23.0273,), (113.758,)],
[(31.2363,), (121.48,), (38.9197,), (121.621,)],
[(31.2363,), (121.48,), (41.6837,), (123.471,)],
[(31.2363,), (121.48,), (31.306,), (120.592,)],
[(31.2363,), (121.48,), (24.8878,), (102.84,)],
[(31.2363,), (121.48,), (28.2345,), (112.945,)],
[(31.2363,), (121.48,), (31.827,), (117.234,)],
[(31.2363,), (121.48,), (29.866,), (121.631,)],
[(31.2363,), (121.48,), (34.7526,), (113.632,)],
[(31.2363,), (121.48,), (39.0911,), (117.208,)],
[(31.2363,), (121.48,), (36.073,), (120.389,)],
[(31.2363,), (121.48,), (43.8228,), (125.33,)],
[(31.2363,), (121.48,), (45.8086,), (126.542,)],
[(31.2363,), (121.48,), (36.6584,), (117.127,)],
[(31.2363,), (121.48,), (24.486,), (118.096,)],
[(31.2363,), (121.48,), (31.4974,), (120.319,)],
[(31.2363,), (121.48,), (31.8174,), (119.981,)],
[(31.2363,), (121.48,), (23.0272,), (113.128,)],
[(31.2363,), (121.48,), (22.2812,), (114.179,)],
[(31.2363,), (121.48,), (22.1971,), (113.551,)],
[(31.2363,), (121.48,), (31.9869,), (120.901,)],
[(31.2363,), (121.48,), (36.8198,), (118.062,)],
[(31.2363,), (121.48,), (24.8812,), (118.682,)],
[(31.2363,), (121.48,), (26.0806,), (119.303,)],
[(31.2363,), (121.48,), (26.6524,), (106.635,)],
[(31.2363,), (121.48,), (22.8238,), (108.373,)],
[(31.2363,), (121.48,), (38.0483,), (114.521,)],
[(31.2363,), (121.48,), (39.6369,), (118.187,)],
[(31.2363,), (121.48,), (37.8769,), (112.556,)],
[(31.2363,), (121.48,), (37.4709,), (121.454,)],
[(31.2363,), (121.48,), (37.5191,), (122.127,)],
[(31.2363,), (121.48,), (43.8316,), (87.6233,)],
[(31.2363,), (121.48,), (40.8481,), (111.755,)],
[(31.2363,), (121.48,), (36.0667,), (103.841,)],
[(31.2363,), (121.48,), (36.6232,), (101.785,)],
[(31.2363,), (121.48,), (38.4779,), (106.265,)],
[(31.2363,), (121.48,), (34.21,), (117.29,)],
[(31.2363,), (121.48,), (29.6595,), (91.1785,)],
[(31.2363,), (121.48,), (28.6887,), (115.865,)],
[(31.2363,), (121.48,), (25.2418,), (110.186,)],
[(31.2363,), (121.48,), (31.3589,), (118.439,)],
[(31.2363,), (121.48,), (20.0521,), (110.207,)],
[(31.2363,), (121.48,), (18.2587,), (109.519,)],
[(31.2363,), (121.48,), (36.2063,), (117.093,)],
[(31.2363,), (121.48,), (29.1228,), (110.486,)],
[(31.2363,), (121.48,), (29.2745,), (117.185,)],
[(23.4096,), (113.227,), (22.5492,), (114.065,)],
[(23.4096,), (113.227,), (30.5986,), (114.312,)],
[(23.4096,), (113.227,), (34.3494,), (108.946,)],
[(23.4096,), (113.227,), (30.2519,), (120.216,)],
[(23.4096,), (113.227,), (32.0666,), (118.803,)],
[(23.4096,), (113.227,), (30.579,), (104.073,)],
